idx,attachment,detail,canonical_detail,member,question_index,type,competency,ncsClCd,question_source,model_question_raw,model_followups_raw,model_evaluation_points_raw,model_question_preserved,model_replacement_reasons,question,follow_ups,evaluation_points,ksa_refs,ksa_evidence_count,score,ready,issues
303039,303039_1_직무기술서.zip,스포츠시설운영관리,스포츠시설운영관리,1. [강원랜드] 직무설명서_워터월드 수상안전.pdf; 11. [강원랜드] 직무설명서_체육시설관리(복지관 운영보조).pdf; 2. [강원랜드] 직무설명서_레저운영.pdf,1,경험면접,스포츠시설 경영기획,1204020201_22v3,template_fallback,,,,False,no_model_question,"스포츠시설운영관리 세분류의 스포츠시설 경영기획 수행 과정에서 '경영 전략 및 경영방침'을 적용해 문제를 해결하거나 성과를 낸 경험을 말씀해 주세요. 당시 상황과 과제, 본인 역할, 선택한 행동, 결과 지표와 학습을 포함해 설명해 주세요.",당시 상황과 본인이 맡은 역할을 구체적으로 설명해 주세요. | '경영 전략 및 경영방침'을 적용하기 위해 실제로 취한 행동은 무엇이었습니까? | 다른 선택지와 비교해 그 행동을 선택한 기준은 무엇이었습니까?,구체적 상황 설명 | 본인 역할과 행동 | 판단 근거와 협업 | 결과 지표와 학습 | 경영 전략 및 경영방침 적용 근거 | 소비자 패턴분석 능력 적용 근거,경영 전략 및 경영방침 | 소비자 패턴분석 능력 | 고객 소비자 특성을 정확히 파악하려는 자세,3,1.0,True,
303039,303039_1_직무기술서.zip,보안,보안,12. [강원랜드] 직무설명서_직원숙소 운영보조.pdf,2,상황면접,경비계획,1101010101_14v1,template_fallback,,,,False,no_model_question,"보안 세분류의 경비계획 업무 중 '현장(경비)조사 능력'과 관련해 출입 통제 예외 요청, 순찰 공백 가능성, 이상 상황 신고가 동시에 발생한 상황입니다. 어떤 기준으로 판단하고 위험요인을 어떻게 통제하며, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?","판단 전에 먼저 확인해야 할 사실과 기준은 무엇입니까? | '현장(경비)조사 능력'과 관련해 그 행동을 선택한 이유와 예상되는 위험요인은 무엇입니까? | 방문객, 현장 경비원, 시설 담당자, 보안 책임자 등 이해관계자에게 어떤 순서와 방식으로 설명하시겠습니까?",핵심 사실 확인 | 판단 기준 | 행동 순서와 첫 조치 | 위험요인 인식 | 환경조사분석기법 적용 근거 | 현장(경비)조사 능력 적용 근거,현장(경비)조사 능력 | 환경조사분석기법 | 고객의 요구사항에 대한 객관적 태도,3,1.0,True,
303039,303039_1_직무기술서.zip,구조물해체,구조물해체,3. [강원랜드] 직무설명서_슬로프 관리.pdf,3,발표면접,구조물해체 도면파악,1403021201_20v3,template_fallback,,,,False,no_model_question,"[발표과제] 구조물해체 세분류의 구조물해체 도면파악 업무에서 '도면 숙지 의지'와 관련된 설비 점검 기록, 도면, 작업허가서, 이상 징후 로그, 안전점검 결과가 주어졌다고 가정하고 준비시간 20분 후 현황 문제를 진단하고 개선안을 5분 발표해 주세요. 발표에는 현황 진단, 원인 분석, 대안 2가지, 실행 우선순위, 성과지표, 5분 질의응답 답변을 포함하세요 (구조물해체 도면파악이란 관련 도면을 보고 현장상황, 구조물의 형태, 구성재료 등 구조물해체 도면을 파악하는 능력이다.).",'도면 숙지 의지' 쟁점을 발표에서 진단할 때 핵심 근거 자료는 무엇입니까? | 대안 중 우선순위를 가장 높게 둔 방안과 그 이유는 무엇입니까? | 면접위원이 반대 의견을 제시한다면 어떤 근거로 답변하시겠습니까?,자료 분석력 | 논리적 구조화 | 대안의 실행가능성 | 실행계획 구체성 | KSF 1501 건축제도 통칙 적용 근거 | 각종 표시기호 활용 기술 적용 근거,도면 숙지 의지 | KSF 1501 건축제도 통칙 | 각종 표시기호 활용 기술,3,1.0,True,
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,1,경험면접,사회복지사례관리 실행계획 수립,0701020405_23v4,template_fallback,,,,False,no_model_question,"사회복지 사례관리 세분류의 사회복지사례관리 실행계획 수립 수행 과정에서 '강점관점 개념'을 적용해 문제를 해결하거나 성과를 낸 경험을 말씀해 주세요. 당시 상황과 과제, 본인 역할, 선택한 행동, 결과 지표와 학습을 포함해 설명해 주세요.",당시 상황과 본인이 맡은 역할을 구체적으로 설명해 주세요. | '강점관점 개념'을 적용하기 위해 실제로 취한 행동은 무엇이었습니까? | 다른 선택지와 비교해 그 행동을 선택한 기준은 무엇이었습니까?,"구체적 상황 설명 | 본인 역할과 행동 | 판단 근거와 협업 | 결과 지표와 학습 | 강점관점 개념 적용 근거 | 목적, 목표 작성기술 적용 근거","강점관점 개념 | 목적, 목표 작성기술 | 사례관리대상자의 욕구를 존중하는 자세",3,1.0,True,
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,2,상황면접,사회복지사례관리 실행계획 수립,0701020405_23v4,template_fallback,,,,False,no_model_question,"사회복지 사례관리 세분류의 사회복지사례관리 실행계획 수립 업무 중 '목적, 목표 작성기술'과 관련해 대상자 욕구 변경, 보호자 요청, 서비스 연계 일정 지연이 동시에 발생한 상황입니다. 어떤 기준으로 판단하고 위험요인을 어떻게 통제하며, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?","판단 전에 먼저 확인해야 할 사실과 기준은 무엇입니까? | '목적, 목표 작성기술'과 관련해 그 행동을 선택한 이유와 예상되는 위험요인은 무엇입니까? | 대상자, 보호자, 사례관리자, 연계기관 담당자 등 이해관계자에게 어떤 순서와 방식으로 설명하시겠습니까?","핵심 사실 확인 | 판단 기준 | 행동 순서와 첫 조치 | 위험요인 인식 | 강점관점 개념 적용 근거 | 목적, 목표 작성기술 적용 근거","목적, 목표 작성기술 | 강점관점 개념 | 사례관리대상자의 욕구를 존중하는 자세",3,1.0,True,
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,3,발표면접,사회복지사례관리 실행계획 수립,0701020405_23v4,template_fallback,,,,False,no_model_question,"[발표과제] 사회복지 사례관리 세분류의 사회복지사례관리 실행계획 수립 업무에서 '사례관리대상자의 욕구를 존중하는 자세'와 관련된 초기상담 기록, 욕구 사정표, 서비스 연계 현황, 대상자 동의 기록이 주어졌다고 가정하고 준비시간 20분 후 현황 문제를 진단하고 개선안을 5분 발표해 주세요. 발표에는 현황 진단, 원인 분석, 대안 2가지, 실행 우선순위, 성과지표, 5분 질의응답 답변을 포함하세요 (사회복지 사례관리 실행계획 수립이란 사례관리대상자와 함께 사정 내용을 근거로 개별화된 목표를 수립하고, 실행계획을 구체화하는).",'사례관리대상자의 욕구를 존중하는 자세' 쟁점을 발표에서 진단할 때 핵심 근거 자료는 무엇입니까? | 대안 중 우선순위를 가장 높게 둔 방안과 그 이유는 무엇입니까? | 면접위원이 반대 의견을 제시한다면 어떤 근거로 답변하시겠습니까?,"자료 분석력 | 논리적 구조화 | 대안의 실행가능성 | 실행계획 구체성 | 강점관점 개념 적용 근거 | 목적, 목표 작성기술 적용 근거","사례관리대상자의 욕구를 존중하는 자세 | 강점관점 개념 | 목적, 목표 작성기술",3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,1,경험면접,사업계획수립,0202010101_25v3,template_fallback,,,,False,no_model_question,"총무 세분류의 사업계획수립 수행 과정에서 '산업동향'을 적용해 문제를 해결하거나 성과를 낸 경험을 말씀해 주세요. 당시 상황과 과제, 본인 역할, 선택한 행동, 결과 지표와 학습을 포함해 설명해 주세요.",당시 상황과 본인이 맡은 역할을 구체적으로 설명해 주세요. | '산업동향'을 적용하기 위해 실제로 취한 행동은 무엇이었습니까? | 다른 선택지와 비교해 그 행동을 선택한 기준은 무엇이었습니까?,구체적 상황 설명 | 본인 역할과 행동 | 판단 근거와 협업 | 결과 지표와 학습 | 산업동향 적용 근거 | 정보수집 능력 적용 근거,산업동향 | 정보수집 능력 | 대내외 환경요인을 종합적으로 분석하려는 자세,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,2,상황면접,행사지원관리,0202010102_25v3,template_fallback,,,,False,no_model_question,"총무 세분류의 행사지원관리 업무 중 '행사 진행기술'과 관련해 요구사항 변경, 결재 지연, 문서 기준 불일치가 동시에 발생한 상황입니다. 어떤 기준으로 판단하고 위험요인을 어떻게 통제하며, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?","판단 전에 먼저 확인해야 할 사실과 기준은 무엇입니까? | '행사 진행기술'과 관련해 그 행동을 선택한 이유와 예상되는 위험요인은 무엇입니까? | 상급자, 협업 부서, 민원인 등 이해관계자에게 어떤 순서와 방식으로 설명하시겠습니까?",핵심 사실 확인 | 판단 기준 | 행동 순서와 첫 조치 | 위험요인 인식 | 행사 기획 적용 근거 | 행사 진행기술 적용 근거,행사 진행기술 | 행사 기획 | 현장 문제를 적극적으로 해결하려는 자세,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,3,발표면접,문서 작성,0202030201_22v3,template_fallback,,,,False,no_model_question,"[발표과제] 사무행정 세분류의 문서 작성 업무에서 '일정 계획을 준수하려는 자세'와 관련된 요구사항 목록, 결재 문서, 회의록, 일정표, 이해관계자 요청 내역이 주어졌다고 가정하고 준비시간 20분 후 현황 문제를 진단하고 개선안을 5분 발표해 주세요. 발표에는 현황 진단, 원인 분석, 대안 2가지, 실행 우선순위, 성과지표, 5분 질의응답 답변을 포함하세요 (문서 작성이란 부서 내ㆍ외부에서 요청된 문서를 작성하기 위하여 내용을 계획하고 자료를 조사ㆍ정리ㆍ편집하여 목적에 맞는 문서를).",'일정 계획을 준수하려는 자세' 쟁점을 발표에서 진단할 때 핵심 근거 자료는 무엇입니까? | 대안 중 우선순위를 가장 높게 둔 방안과 그 이유는 무엇입니까? | 면접위원이 반대 의견을 제시한다면 어떤 근거로 답변하시겠습니까?,자료 분석력 | 논리적 구조화 | 대안의 실행가능성 | 실행계획 구체성 | 부서의 업무 분장 내용 적용 근거 | 요구사항 분석 능력 적용 근거,일정 계획을 준수하려는 자세 | 부서의 업무 분장 내용 | 요구사항 분석 능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,1,경험면접,수·배송계획수립,0901010201_15v1,template_fallback,,,,False,no_model_question,"화물운송 세분류의 수·배송계획수립 수행 과정에서 '수ㆍ배송 개념'을 적용해 문제를 해결하거나 성과를 낸 경험을 말씀해 주세요. 당시 상황과 과제, 본인 역할, 선택한 행동, 결과 지표와 학습을 포함해 설명해 주세요.",당시 상황과 본인이 맡은 역할을 구체적으로 설명해 주세요. | '수ㆍ배송 개념'을 적용하기 위해 실제로 취한 행동은 무엇이었습니까? | 다른 선택지와 비교해 그 행동을 선택한 기준은 무엇이었습니까?,구체적 상황 설명 | 본인 역할과 행동 | 판단 근거와 협업 | 결과 지표와 학습 | 수ㆍ배송 개념 적용 근거 | 화물의 종류 및 물량 분배 능력 적용 근거,수ㆍ배송 개념 | 화물의 종류 및 물량 분배 능력 | 규정과 순서를 지키려는 태도,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,2,상황면접,화주서비스관리,0901010202_15v1,template_fallback,,,,False,no_model_question,"화물운송 세분류의 화주서비스관리 업무 중 '화주특징 분석 능력'과 관련해 화주 요청 변경, 배차 지연, 운임 산정 오류가 동시에 발생한 상황입니다. 어떤 기준으로 판단하고 위험요인을 어떻게 통제하며, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?","판단 전에 먼저 확인해야 할 사실과 기준은 무엇입니까? | '화주특징 분석 능력'과 관련해 그 행동을 선택한 이유와 예상되는 위험요인은 무엇입니까? | 화주, 운전 담당자, 배차 담당자, 협력 운송사 등 이해관계자에게 어떤 순서와 방식으로 설명하시겠습니까?",핵심 사실 확인 | 판단 기준 | 행동 순서와 첫 조치 | 위험요인 인식 | 고객관리 이론 적용 근거 | 화주특징 분석 능력 적용 근거,화주특징 분석 능력 | 고객관리 이론 | 화주관리계획을 충실히 실천하려는 태도,3,1.0,True,
